study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,DAUER,TEXT,SPRECHER,UNTERBR,MODFRAGE,STRATEGI,VALENZ,INHALT,CHARAKTE,THEMA,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,METAPHER,SCHIMPF,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",230,0,44,36,2676,0,44,38,2678,2,^ Entschuldigung,Illner,nein,offene Frage,trifft nicht zu,trifft nicht zu,Inhalt nicht zuzuordnen,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",231,0,44,38,2678,0,44,49,2689,11,"Aber mal ganz ehrlich, Herr Steinmeier, warum kann in Deutschland der Staat jede dreckige Kneipe schließen, aber keine Bank, die mit sagen wir mal mit Papieren Geschäfte macht, die alles andere als ^ legal und sicher sind?",Klöppel,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",232,0,44,49,2689,0,45,13,2713,24,"Ich bin sehr Ihrer Auffassung, dass wir die Bankenaufsicht viel effektiver ausgestalten müssen und wir dürfen, Frau Merkel, auch nicht alles auf die internationale Ebene abschieben. Wir müssen international erfolgreich sein, das ist keine Frage. Die Finanzmärkte sind international, deshalb brauchen wir auch eine effektive internationale Finanzaufsicht. Die Frage ist nur, was tun wir, wenn wir uns mit einzelnen Vorschlägen auf der internationalen Ebene nicht durchsetzen.",Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Zukunft,Ankündigung zukünftiger Pläne,Gemeinplatz,singulär,Internationale Ebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",233,0,45,13,2713,0,45,23,2723,10,"Und da gibt es ja jetzt einen Vorschlag, den Peer Steinbrück und ich in der vergangenen Woche gemacht haben: eine internationale Finanzmarktsteuer. Gar nicht so sehr um die Aufsicht zu verbessern,",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,SPD,Peer Steinbrück,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",234,0,45,23,2723,0,45,34,2734,11,"aber mindestens ebenso wichtig, weil wir sagen: Wir müssen den Menschen bei uns zu Hause auch zeigen, dass wir die Verursacher der Krise an der Bewältigung der Kosten der Krise beteiligen.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",235,0,45,34,2734,0,45,45,2745,11,"Peer Steinbrück hat das auf der Finanzministerkonferenz in London vorgetragen, eine ^ vorsichtige Unterstützung erhalten, das macht uns den Mut damit nach Pittsburgh zu gehen.",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Allgemeine Darstellung,singulär,Internationale Ebene,trifft nicht zu,SPD,Peer Steinbrück,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",236,0,45,45,2745,0,45,48,2748,3,"Ich habe gelesen, Frau Merkel, sie werden das unterstützen.",Steinmeier,nein,trifft nicht zu,Lob des Gegners,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Zukunft,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",237,0,45,48,2748,0,46,6,2766,18,"Die Frage ist, was passiert nach Pittsburgh? Es könnte ja sein, dass wir uns in Pittsburgh mit diesem Vorschlag noch nicht ganz durchsetzen. Da ist die entscheidende Frage, geben wir dann das Vorhaben auf oder machen wir dann national die Konsequenz und sagen: Dann gibt es hier bei uns zu Hause eine Börsenumsatzsteuer, die wir vorgeschlagen haben,",Steinmeier,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Zukunft,Ankündigung zukünftiger Pläne,Allgemeine Darstellung,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",238,0,46,6,2766,0,46,8,2768,2,zu der sich die CDU aber bisher noch nicht entschließen kann.,Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,CDU,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",239,0,46,10,2770,0,46,23,2783,13,"Ja, ich will vielleicht als Erstes sagen, dass wir natürlich die Finanzaufsicht erblich verbessert haben. Wir haben Mindestanforderungen an Banken jetzt ^ festgelegt. Die haben was mit der Bezahlung zu tun. Sie haben aber vor allen Dingen auch was mit der Eigenkapitalunterlegung zu tun.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",240,0,46,23,2783,0,46,32,2792,9,"Unser Problem muss doch sein: Wir dürfen nie wieder ein Finanzinstitut haben was uns als Staat erpressen kann. Weil sie schlecht gewirtschaftet haben, wollen sie unsere Hilfe haben.",Merkel,Illner,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Zukunft,Nichts davon,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",241,0,46,32,2792,0,46,48,2808,16,"Und genau das ^ das haben wir jetzt national schon sehr weit umgesetzt mit den Mindestanforderungen, die durch die Bundesagentur für Finanzaufsicht auch durchgesetzt werden und wir sind damit international, ich hab mir das angeguckt, weit voran gegangen und das muss auch das Beispiel für Anderes sein.",Merkel,nein,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Konkrete Aussage,singulär,Bundesebene,trifft nicht zu,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,inkludierende Darstellung,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",242,0,46,48,2808,0,46,50,2810,2,"Was die Steuer anbelangt, was die Steuer anbelangt,",Merkel,Illner,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",243,0,46,50,2810,0,46,58,2818,8,"die im Übrigen lustigerweise der Herr Finanzminister noch im Mai als ein Loch-Ness-Ungeheuer bezeichnet hat, so glaube ich",Merkel,Steinmeier,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,Steuerpolitik allgemein,Vergangenheit,Nichts davon,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Weitere SPD-Politiker,Peer Steinbrück,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",244,0,46,58,2818,0,46,59,2819,1,"Als sie noch eine Tobin-Steuer war, ja",Steinmeier,nein,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,Lager Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",245,0,46,59,2819,0,47,16,2836,17,"so glaube ich dass sie ^ wirklich ^ international durchgesetzt werden muss. Wenn man das ^ hier macht, das kann man tun, aber es wird dazu führen, dass dann Leute, die Geschäfte woanders machen und wir ^ sozusagen ^ die Leidtragenden bezüglich der Arbeitsplätze sind.",Merkel,nein,trifft nicht zu,Angriff,Implizit,Politik,trifft nicht zu,Steuerpolitik allgemein,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,negative Anmutung,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",246,0,47,16,2836,0,47,22,2842,6,"Ich halte bestimmte Dinge, wie die Besteuerung von Flugbenzin und Ähnliches nur für international machbar.",Merkel,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",247,0,47,22,2842,0,47,28,2848,6,"Andere, Bankenaufsicht können wir besser auch oder können wir gut auch alleine oder zumindest wir es in Europa regeln.",Merkel,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Internationale Ebene,trifft nicht zu,Politik/Parteien allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",248,0,47,28,2848,0,47,36,2856,8,Organisieren. Das diese Finanzmarktsteuer eine sogenannte Tobin-Steuer ist und tatsächlich auch eine Forderung…Das ist sie nicht?,Illner,Merkel,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",249,0,47,36,2856,0,47,45,2865,9,"Nein, es glaube es führt zu weit für dieses Duell. Die Tobin-Steuer war ausgerichtet insbesondere auf die Besteuerung von Devisenvorgängen. Das ist hier nicht der Fall.",Steinmeier,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Konkrete Aussage,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",250,0,47,45,2865,0,47,56,2876,11,"Sie haben da offensichtlich, der eine oder andere Kommentator wundert sich, dass es eben auch eine weitergehende Forderung ist, die im Grunde von der Linkspartei mal kam, dass es eine internationale Finanzmarktsteuer geben soll.",Illner,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,trifft nicht zu,trifft nicht zu,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",251,0,47,56,2876,0,48,9,2889,13,"Haben Sie da eine Furcht, Herr Steinmeier, dass das mit denen Mindestlöhnen, mit der Rentengarantie, dass es eben beispielsweise auch mit dieser Börsenumsatz- und Finanzmarktsteuer eine schon gefühlte inhaltliche zu große Nähe zu den Linken gibt?",Illner,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Zusammenarbeit SPD und Die Linke,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",252,0,48,9,2889,0,48,25,2905,16,"Also das Argument hab ich mir wirklich noch nicht überlegt, Frau Illner. Nein, ^ es zeigt im Gegenteil gerade wenn Oskar Lafontaine ^ so oft sagt in der Öffentlichkeit, dass er ja Recht gehabt habe ^ beweist sich hier, dass die Flucht aus der Verantwortung der eindeutig falsche Weg ist.",Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Charakter,Integrität,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Linke-Politiker,Oskar Lafontaine,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",253,0,48,25,2905,0,48,46,2926,21,"Beharrlichkeit führt hier zum Ziel. Wir haben seit Zweitausendundfünf gesagt, wir brauchen strengere Regeln auf den internationalen Finanzmärkten und Sie sehen jetzt im Jahre Zweitausendundneun kommt auch der Vorschlag ^ einer internationalen Finanzmarktsteuer in das Stadium, wo wir internationale Unterstützung finden. Das heißt Beharrlichkeit über Jahre führt zum Ziel,",Steinmeier,Illner,trifft nicht zu,Selbstpräsentation,trifft nicht zu,Politik,trifft nicht zu,Steuerpolitik allgemein,Vergangenheit,Beschreibung gemachter/nicht-gemachter Politik,Allgemeine Darstellung,singulär,Bundesebene,trifft nicht zu,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",254,0,48,45,2925,0,48,51,2931,6,aber nicht Flucht aus der Verantwortung. Insofern ist mir die Nähe zur Linkspartei bei dieser Frage wirklich noch nicht gekommen.,Steinmeier,nein,trifft nicht zu,Angriff,Explizit,Politik,trifft nicht zu,Sonderthema Zusammenarbeit SPD und Die Linke,Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Linke,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,ja,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",255,0,48,51,2931,0,48,54,2934,3,Egal und diese Idee haben Sie offensichtlich auch noch nicht im Kopf gehabt.,Illner,nein,offene Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,Sonderthema Zusammenarbeit SPD und Die Linke,trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",256,0,48,54,2934,0,49,17,2957,23,"Nichtsdestotrotz, sind tatsächlich diese gefährlichen Produkte einerseits weiter auf dem Markt, sie sind nicht verboten worden, sondern diese Derivate und Zertifikate und Verbriefungen gibt es weiter und auf der anderen Seite hat man, wie schon erwähnt, es eben auch noch nicht geschafft diesen Finanz-TÜV einzurichten, was den Menschen das Gefühl gäbe, dass nicht noch einmal die Gefahr bestünde, dass über kurz oder lang ^ ihr Geld verloren geht.",Illner,Steinmeier,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",trifft nicht zu,trifft nicht zu,trifft nicht zu,kein Bezugsobjekt,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",257,0,49,17,2957,0,49,31,2971,14,"Was jetzt aber damit bewirkt werden sollte, unter anderem auch mit den Stützungsmilliarden, die seitens des Staates kamen, nämlich, dass der Kreditfluss zwischen den Banken und den Unternehmen in Deutschland mit all diesen Milliarden wieder in Gang kommt, das ist auch nicht geschehen.",Illner,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",258,0,49,31,2971,0,49,38,2978,7,"Da empfiehlt die SPD was sehr putziges, nämlich einen sogenannten Kredit-Mediator. Wie darf man sich das vorstellen? Ist das so ne Art Super-Nanny für bockige Banker?",Illner,nein,kritische Frage,trifft nicht zu,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",trifft nicht zu,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",259,0,49,38,2978,0,49,48,2988,10,"Naja, ich meine es wäre, es wäre putzig, wie Sie sagen, es wäre putzig, wie Sie sagen, wenn man das ganze Problem auf einen Kredit-Mediator abwälzen würde.",Steinmeier,nein,trifft nicht zu,keine Strategie,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,nein,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",260,0,49,48,2988,0,49,54,2994,6,"Ich mein, das ist es ja nun wahrlich nicht. Ich mein so naiv war hier bei uns auch keiner, nicht mal in der SPD, Frau Illner, stellen Sie sich vor.",Steinmeier,nein,trifft nicht zu,Verteidigung,trifft nicht zu,Politik,trifft nicht zu,"Sonderthema Bankenkrise (hier auch Bad Bank, Verstaatlichung, Landesbanken, Hypo",Gegenwart/Allgemeingültig/nicht erkennbar,trifft nicht zu,trifft nicht zu,singulär,Bundesebene,trifft nicht zu,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,ja,nein,nein,nein,neutral/nicht vorhanden,nein,nein,nein,nein,nein
